,user_id,skill_name,correct,order_id,correct_predictions,state_predictions
1865,S004,KC.U7.14.t_test_statistic_mean,0,66,0.3238229340299219,0.1900777625091515
1905,S004,KC.U5.20.sample_mean_probability,1,67,0.5443864577034764,0.7709301098057981
1935,S004,KC.U4.24.binomial_exact_probability,1,68,0.4462958072728085,0.40292813977594816
1960,S004,KC.U5.14.difference_sample_proportions_standard_error,1,69,0.340903232070906,0.1272447222112932
0,S005,KC.U6.22.alpha_beta_tradeoff,1,0,0.3948246122288014,0.6123911190405507
2,S005,KC.U1.19.z_score_compute_interpret,1,1,0.4435579093315092,0.08781359533845819
39,S005,KC.U9.18.scatterplot_for_regression_inference,0,2,0.4493774055532365,0.9020711220991535
51,S005,KC.U5.07.unbiased_estimator,1,3,0.3219052659253029,0.22361888463452465
84,S005,KC.U10.04.bootstrap_distribution_of_statistic,0,4,0.5903589551567175,0.23599914765988966
90,S005,KC.U6.16.hypothesis_test_decision_conclusion,0,5,0.38674259031958697,0.4120436750791508
103,S005,KC.U10.08.bootstrap_limitations_bias_representativeness,1,6,0.5582181424653736,0.1444648495822876
130,S005,KC.U7.11.matched_pairs_t_test_procedure_selection,0,7,0.5085904991408767,0.6753840485924199
148,S005,KC.U8.08.gof_p_value_interpretation,1,8,0.5682795740196689,0.7311573106444138
201,S005,KC.U10.13.type_ii_error_context_extension,1,9,0.4113708307324768,0.3428460964707864
212,S005,KC.U3.22.matched_pairs_design,0,10,0.3740263529604624,0.3411965184296812
238,S005,KC.U2.17.residual_plot_assess_linearity,1,11,0.47876933876890637,0.5810396956166369
259,S005,KC.U4.20.linear_transform_random_variable,1,12,0.44027677387083264,0.24880205610285022
287,S005,KC.U6.31.two_prop_test_statistic_pvalue,1,13,0.3941724595488989,0.48349240235133245
289,S005,KC.U6.14.one_prop_test_statistic,1,14,0.2778135169717747,0.33658369219016765
331,S005,KC.U3.21.randomized_block_design,1,15,0.5183336188384052,0.4173789588520577
338,S005,KC.U1.24.compare_standardized_values,1,16,0.4577914993828649,0.3494114741822882
350,S005,KC.U3.21.randomized_block_design,0,17,0.5550363442948079,0.5980030424078603
356,S005,KC.U4.26.binomial_mean_sd,0,18,0.5097559994387902,0.8739381489685222
362,S005,KC.U8.14.independence_procedure_selection,0,19,0.5116220288443916,0.4774023109253578
461,S005,KC.U4.01.probability_long_run_interpretation,1,20,0.6142003573219216,0.7640809062412248
478,S005,KC.U3.04.stratified_random_sample,1,21,0.4648404798696838,0.3104559867407384
482,S005,KC.U4.24.binomial_exact_probability,0,22,0.4226828716659659,0.2697491463803403
494,S005,KC.U5.20.sample_mean_probability,1,23,0.41050306684772725,0.45947945150738395
509,S005,KC.U4.16.expected_value_calculation,0,24,0.43834358570360693,0.6972533798568442
518,S005,KC.U4.32.probability_from_simulation,1,25,0.4751422859752171,0.8334534847540604
575,S005,KC.U2.12.outliers_leverage_influence,1,26,0.5797810382908914,0.6967097474728585
618,S005,KC.U8.19.two_way_degrees_freedom,1,27,0.49532199176036185,0.7337590002359037
643,S005,KC.U4.16.expected_value_calculation,0,28,0.4101241006046702,0.6264612905723279
689,S005,KC.U6.12.one_prop_hypotheses,0,29,0.47239854355937927,0.5796705393642174
741,S005,KC.U9.07.slope_ci_claim_evaluation,1,30,0.4596754031304193,0.4431806255944162
796,S005,KC.U1.18.linear_transformations,0,31,0.5387813709659469,0.6739470054719153
797,S005,KC.U6.29.two_prop_hypotheses,0,32,0.48781524002696897,0.42257078608920856
808,S005,KC.U6.17.ci_test_connection_one_prop,1,33,0.33246660499371766,0.011757998753388644
827,S005,KC.U4.07.mutually_exclusive_events,1,34,0.5325929801189222,0.10705236996986375
829,S005,KC.U9.17.slope_test_decision_conclusion,1,35,0.3623322064850445,0.41337821022846166
836,S005,KC.U4.08.conditional_probability,0,36,0.44257888368379517,0.3357829915329306
893,S005,KC.U7.20.two_sample_t_interval_compute_interpret,1,37,0.29149158769624606,0.21651984353682857
955,S005,KC.U1.23.inverse_normal_percentile,0,38,0.5024749687734598,0.11385893363602026
1037,S005,KC.U8.20.two_way_test_statistic,1,39,0.25843692891205355,0.1531901763276877
1045,S005,KC.U4.02.simulation_model_design,0,40,0.6152445288920132,0.59747655625519
1052,S005,KC.U8.20.two_way_test_statistic,0,41,0.34004827737742416,0.4021386944679843
1076,S005,KC.U2.21.transformations_linearization,1,42,0.4220796433956375,0.5603858021502159
1095,S005,KC.U10.06.bootstrap_percentile_interval_construct,1,43,0.30769230769230776,0.8907899638461064
1128,S005,KC.U7.24.two_sample_t_test_statistic_pvalue,1,44,0.4150793249983223,0.6591765616341282
1137,S005,KC.U6.16.hypothesis_test_decision_conclusion,1,45,0.39605135966874083,0.5493856512688104
1143,S005,KC.U4.19.probability_distribution_shape_center,0,46,0.4359032585446617,0.5855999469271876
1177,S005,KC.U1.16.resistance_skew_mean_median,0,47,0.5179847419895559,0.22843029057909411
1219,S005,KC.U3.25.design_conclusion_scope,1,48,0.4161367511534001,0.8190105172163554
1244,S005,KC.U3.05.cluster_sample,1,49,0.5466425612371065,0.5869885424610523
1260,S005,KC.U4.01.probability_long_run_interpretation,0,50,0.6584014819815599,0.8843377262757507
1266,S005,KC.U3.21.randomized_block_design,1,51,0.5509316602760184,0.5778027771697737
1273,S005,KC.U7.27.multiple_comparisons_alpha_adjustment,0,52,0.15533815622041128,0.43791578317279917
1282,S005,KC.U5.07.unbiased_estimator,1,53,0.5624861568123184,0.6271472949394126
1331,S005,KC.U10.16.factors_affecting_power,1,54,0.4272541927251614,0.9679619914171087
1337,S005,KC.U6.30.pooled_proportion_test_se,1,55,0.24999999999999994,0.20615046999641945
1368,S005,KC.U6.32.two_prop_test_conclusion,1,56,0.307633143547422,0.23265014166416287
1386,S005,KC.U3.02.census_vs_sample_survey,1,57,0.5001831215578093,0.1403395512802017
1468,S005,KC.U8.12.two_way_expected_counts,0,58,0.5181269192067159,0.4562006428937863
1474,S005,KC.U10.14.power_beta_relationship_extension,1,59,0.3618947182243925,0.45495981221955684
1507,S005,KC.U1.11.describe_distribution_socs,0,60,0.47896032481840983,0.49978139533757654
1509,S005,KC.U6.12.one_prop_hypotheses,1,61,0.40336704629112363,0.4680995371878502
1522,S005,KC.U4.05.complement_rule,1,62,0.6324617013766943,0.617774924754784
1533,S005,KC.U6.18.type_i_error,0,63,0.4708162839572161,0.3647592230298498
1572,S005,KC.U2.03.conditional_relative_frequency,1,64,0.3994710420647535,0.13813654864220337
1602,S005,KC.U3.14.experiment_vs_observational,1,65,0.5789473684210525,0.8817022917764793
1766,S005,KC.U1.05.categorical_freq_relative,1,66,0.49867848842696294,0.2497486740426219
1820,S005,KC.U6.03.sample_proportion_se_for_inference,1,67,0.43750000000000006,0.6748009859566606
1844,S005,KC.U4.28.geometric_conditions,1,68,0.3838590368170745,0.7797131790362304
1874,S005,KC.U7.16.t_test_decision_conclusion,1,69,0.3226170393109029,0.1356997007164893
1898,S005,KC.U6.14.one_prop_test_statistic,0,70,0.47441859417970517,0.7751250598442149
1927,S005,KC.U2.17.residual_plot_assess_linearity,1,71,0.505226507917113,0.7266529677811645
7,S006,KC.U4.11.independent_events_probability,0,0,0.5293829196625119,0.7682738940159192
32,S006,KC.U7.13.t_test_conditions,0,1,0.2036839236636736,0.04404041277956362
66,S006,KC.U5.20.sample_mean_probability,0,2,0.41050306684772725,0.45947945150738395
110,S006,KC.U2.17.residual_plot_assess_linearity,0,3,0.47876933876890637,0.5810396956166369
111,S006,KC.U7.15.p_value_interpretation_mean,0,4,0.41061475761727867,0.34882954599510874
166,S006,KC.U7.12.mean_hypotheses,0,5,0.4513584965547806,0.7477537325428623
171,S006,KC.U6.30.pooled_proportion_test_se,0,6,0.24999999999999994,0.20615046999641945
205,S006,KC.U3.16.explanatory_response_treatments,0,7,0.47655640091661267,0.5126314101764798
213,S006,KC.U6.20.significance_level_alpha,1,8,0.4937351143079202,0.9931116317570133
263,S006,KC.U5.15.difference_sample_proportions_normal_conditions,1,9,0.38516038559683574,0.36184854144568446
271,S006,KC.U10.12.power_definition,0,10,0.35399243816062165,0.4798339609546546
274,S006,KC.U9.17.slope_test_decision_conclusion,1,11,0.3623322064850445,0.41337821022846166
310,S006,KC.U3.04.stratified_random_sample,0,12,0.4648404798696838,0.3104559867407384
344,S006,KC.U4.05.complement_rule,0,13,0.6324617013766943,0.617774924754784
394,S006,KC.U7.10.one_sample_t_test_procedure_selection,0,14,0.6210733252701542,0.8744647614743306
422,S006,KC.U10.01.bootstrap_purpose_sampling_distribution,0,15,0.3651261467468967,0.6679253105621882
448,S006,KC.U3.04.stratified_random_sample,0,16,0.47103203947780137,0.3346578667004011
517,S006,KC.U4.12.probability_tree_compound_paths,0,17,0.5292092366458259,0.04495369699773793
532,S006,KC.U4.11.independent_events_probability,1,18,0.5120322596280819,0.7012315893296203
544,S006,KC.U6.15.p_value_calculate_interpret,0,19,0.41723018403576206,0.14092558054974844
547,S006,KC.U8.04.gof_expected_counts,1,20,0.38867021437752114,0.4621017248322333
554,S006,KC.U4.06.union_intersection_addition_rule,1,21,0.4791847400245317,0.5847280709186813
642,S006,KC.U3.11.generalization_scope,1,22,0.5078698182115524,0.26960493934312474
650,S006,KC.U1.15.outlier_rule,0,23,0.47859725215407956,0.4044053651637941
652,S006,KC.U6.13.one_prop_test_conditions,0,24,0.3975488949193899,0.6852591417686056
751,S006,KC.U4.16.expected_value_calculation,0,25,0.43834358570360693,0.6972533798568442
782,S006,KC.U1.16.resistance_skew_mean_median,0,26,0.5179847419895559,0.22843029057909411
822,S006,KC.U1.11.describe_distribution_socs,1,27,0.47896032481840983,0.49978139533757654
881,S006,KC.U7.02.t_distribution_degrees_freedom,0,28,0.4829228200991653,0.4672777035306681
922,S006,KC.U5.04.simulation_sampling_distribution,0,29,0.5053385174264261,0.29907854993891697
974,S006,KC.U4.16.expected_value_calculation,0,30,0.4101241006046702,0.6264612905723279
986,S006,KC.U6.26.two_prop_ci_compute_interpret,0,31,0.540773767396332,0.6543983470198357
1016,S006,KC.U6.17.ci_test_connection_one_prop,1,32,0.33246660499371766,0.011757998753388644
1043,S006,KC.U1.19.z_score_compute_interpret,1,33,0.4435579093315092,0.08781359533845819
1079,S006,KC.U4.28.geometric_conditions,0,34,0.3838590368170745,0.7797131790362304
1083,S006,KC.U9.16.slope_test_pvalue_interpret,0,35,0.3619049484193339,0.17672874264968633
1123,S006,KC.U2.20.regression_extrapolation,0,36,0.6113341918025055,0.6620105839086873
1126,S006,KC.U4.16.expected_value_calculation,0,37,0.3840950805557829,0.5611642553915293
1229,S006,KC.U4.03.sample_space_outcomes,1,38,0.5521261456943014,0.41627439526378945
1247,S006,KC.U3.07.convenience_voluntary_response_sample,0,39,0.5118485571636068,0.7290352964133573
1254,S006,KC.U6.16.hypothesis_test_decision_conclusion,1,40,0.38674259031958697,0.4120436750791508
1262,S006,KC.U5.08.estimator_variability_efficiency,0,41,0.3277270643905603,0.010276469768011293
1306,S006,KC.U6.19.type_ii_error,1,42,0.4318306845888399,0.7193533918349523
1353,S006,KC.U3.04.stratified_random_sample,0,43,0.47508385902036276,0.3504958229495374
1364,S006,KC.U4.21.combining_independent_random_variables,0,44,0.5503211661172361,0.8658038327286576
1480,S006,KC.U1.20.normal_model_appropriateness,0,45,0.5991582803474581,0.8990039225071227
1512,S006,KC.U3.24.confounding_variables,0,46,0.3236187682357644,0.45206993269457774
1532,S006,KC.U4.16.expected_value_calculation,0,47,0.3622011568333505,0.5062406238116879
1541,S006,KC.U1.17.compare_distributions,0,48,0.41537615231340075,0.3337299584469357
1550,S006,KC.U10.16.factors_affecting_power,1,49,0.4272541927251614,0.9679619914171087
1574,S006,KC.U4.24.binomial_exact_probability,0,50,0.4226828716659659,0.2697491463803403
1638,S006,KC.U10.02.bootstrap_resampling_with_replacement,1,51,0.41552781416709994,0.1223751657763062
1658,S006,KC.U4.01.probability_long_run_interpretation,1,52,0.6142003573219216,0.7640809062412248
1669,S006,KC.U6.31.two_prop_test_statistic_pvalue,0,53,0.3941724595488989,0.48349240235133245
1693,S006,KC.U4.12.probability_tree_compound_paths,1,54,0.530576647701826,0.04787198908220568
1788,S006,KC.U2.18.standard_deviation_residuals,0,55,0.2502258994668661,0.49196096544608486
1816,S006,KC.U8.18.two_way_chi_square_conditions,0,56,0.26971853246163846,0.05221930468058452
1831,S006,KC.U8.05.gof_conditions,0,57,0.49556922493147215,0.11832692142232498
1857,S006,KC.U5.01.normal_model_percentile_interval,1,58,0.5119954595598822,0.4565405753049041
1879,S006,KC.U1.24.compare_standardized_values,0,59,0.4577914993828649,0.3494114741822882
1884,S006,KC.U3.11.generalization_scope,1,60,0.5164691958743723,0.3423618804792478
1928,S006,KC.U4.29.geometric_probability,0,61,0.4657265101356879,0.5354665484671126
1940,S006,KC.U3.09.nonresponse_bias,1,62,0.5882352941176471,0.33156859276258155
1946,S006,KC.U8.02.gof_procedure_selection,1,63,0.663696469971532,0.10104407236568326
68,S007,KC.U4.26.binomial_mean_sd,1,0,0.5097559994387902,0.8739381489685222
71,S007,KC.U5.14.difference_sample_proportions_standard_error,0,1,0.340903232070906,0.1272447222112932
94,S007,KC.U4.10.multiplication_rule_dependent,0,2,0.48692491439168056,0.4063914435277216
100,S007,KC.U6.32.two_prop_test_conclusion,0,3,0.307633143547422,0.23265014166416287
114,S007,KC.U2.09.correlation_properties,0,4,0.5061527945580107,0.478339724149129
120,S007,KC.U3.13.stratification_design_advantage,1,5,0.46131306911022624,0.8682141194270524
140,S007,KC.U5.03.normal_model_appropriateness,0,6,0.49951759399683593,0.20516111317291172
142,S007,KC.U2.19.coefficient_of_determination,0,7,0.3839835641816424,0.9297569002351912
153,S007,KC.U1.06.categorical_bar_pie_segmented,0,8,0.6764521808492837,0.8860100840644889
168,S007,KC.U8.12.two_way_expected_counts,1,9,0.5181269192067159,0.4562006428937863
229,S007,KC.U4.02.simulation_model_design,1,10,0.6152445288920132,0.59747655625519
231,S007,KC.U1.05.categorical_freq_relative,1,11,0.49867848842696294,0.2497486740426219
233,S007,KC.U7.05.one_sample_t_interval_compute,0,12,0.2318208729418264,0.20213251717979897
242,S007,KC.U4.07.mutually_exclusive_events,1,13,0.5325929801189222,0.10705236996986375
245,S007,KC.U7.06.t_interval_interpretation,0,14,0.4253617123565312,0.08150299084030437
255,S007,KC.U5.13.difference_sample_proportions_mean,1,15,0.2580355397144656,0.4597832364049914
267,S007,KC.U5.05.sample_size_effect_variability,0,16,0.5462839740665334,0.23302182143396677
269,S007,KC.U7.12.mean_hypotheses,0,17,0.4513584965547806,0.7477537325428623
299,S007,KC.U3.05.cluster_sample,0,18,0.5466425612371065,0.5869885424610523
301,S007,KC.U7.20.two_sample_t_interval_compute_interpret,1,19,0.29149158769624606,0.21651984353682857
353,S007,KC.U2.03.conditional_relative_frequency,1,20,0.3994710420647535,0.13813654864220337
361,S007,KC.U6.02.one_prop_ci_procedure_selection,1,21,0.5344138499143893,0.4005563358099831
420,S007,KC.U6.17.ci_test_connection_one_prop,0,22,0.33246660499371766,0.011757998753388644
428,S007,KC.U2.12.outliers_leverage_influence,1,23,0.5797810382908914,0.6967097474728585
430,S007,KC.U10.02.bootstrap_resampling_with_replacement,0,24,0.41552781416709994,0.1223751657763062
468,S007,KC.U10.05.bootstrap_percentile_cutoffs,0,25,0.23181314340168696,0.15409647759115486
469,S007,KC.U7.22.two_sample_t_test_procedure_selection,0,26,0.5523623279738434,0.18953670036261497
473,S007,KC.U3.21.randomized_block_design,0,27,0.5183336188384052,0.4173789588520577
480,S007,KC.U3.11.generalization_scope,1,28,0.5078698182115524,0.26960493934312474
492,S007,KC.U3.18.causation_from_experiment,1,29,0.4211380447542328,0.1776303092995722
504,S007,KC.U6.12.one_prop_hypotheses,0,30,0.47239854355937927,0.5796705393642174
564,S007,KC.U4.16.expected_value_calculation,1,31,0.43834358570360693,0.6972533798568442
579,S007,KC.U9.19.lsrl_equation_from_data,0,32,0.34594417308043,0.17906765291973645
614,S007,KC.U3.21.randomized_block_design,1,33,0.521859067283041,0.4347286484600391
616,S007,KC.U1.06.categorical_bar_pie_segmented,1,34,0.6464570697663653,0.8073879187004804
630,S007,KC.U5.06.point_estimator_statistic_parameter,0,35,0.6937113963579401,0.876996363470628
641,S007,KC.U3.03.simple_random_sample,1,36,0.4615384615384615,0.7118158621210825
693,S007,KC.U1.17.compare_distributions,1,37,0.41537615231340075,0.3337299584469357
739,S007,KC.U6.12.one_prop_hypotheses,0,38,0.40336704629112363,0.4680995371878502
810,S007,KC.U4.24.binomial_exact_probability,1,39,0.4226828716659659,0.2697491463803403
870,S007,KC.U4.08.conditional_probability,0,40,0.44257888368379517,0.3357829915329306
880,S007,KC.U2.21.transformations_linearization,0,41,0.4220796433956375,0.5603858021502159
894,S007,KC.U9.16.slope_test_pvalue_interpret,0,42,0.3619049484193339,0.17672874264968633
1000,S007,KC.U4.03.sample_space_outcomes,0,43,0.5521261456943014,0.41627439526378945
1015,S007,KC.U5.08.estimator_variability_efficiency,1,44,0.3277270643905603,0.010276469768011293
1034,S007,KC.U8.13.homogeneity_procedure_selection,1,45,0.3123006824359647,0.04100474016044821
1040,S007,KC.U1.12.center_mean_median_mode,0,46,0.6267877778327031,0.16292500383648556
1053,S007,KC.U6.16.hypothesis_test_decision_conclusion,0,47,0.38674259031958697,0.4120436750791508
1069,S007,KC.U9.14.slope_test_hypotheses,0,48,0.33581087980342983,0.09492926444056861
1104,S007,KC.U3.18.causation_from_experiment,1,49,0.4711609377756607,0.36786855178859934
1134,S007,KC.U9.07.slope_ci_claim_evaluation,0,50,0.4596754031304193,0.4431806255944162
1150,S007,KC.U2.19.coefficient_of_determination,0,51,0.37598694441900515,0.906144369836052
1160,S007,KC.U9.12.slope_interval_width_sample_size,0,52,0.6421643466180554,0.49513226919939
1172,S007,KC.U9.08.regression_linearity_condition,1,53,0.5886051626593632,0.16309682871573283
1182,S007,KC.U5.02.normal_model_probability,0,54,0.5572119810479408,0.6271187179191569
1190,S007,KC.U4.24.binomial_exact_probability,0,55,0.4462958072728085,0.40292813977594816
1257,S007,KC.U8.21.two_way_p_value_interpretation,1,56,0.43886820755323,0.6403487505148284
1258,S007,KC.U3.21.randomized_block_design,0,57,0.5580042325377556,0.6126088267825179
1263,S007,KC.U2.02.marginal_relative_frequency,0,58,0.5297497295951424,0.6007811953060062
1272,S007,KC.U5.09.sample_proportion_mean,1,59,0.5866400639386087,0.7822261156104414
1280,S007,KC.U1.18.linear_transformations,0,60,0.5387813709659469,0.6739470054719153
1284,S007,KC.U5.19.clt_sample_mean_shape,0,61,0.5457449148573325,0.44961572957954116
1294,S007,KC.U5.20.sample_mean_probability,0,62,0.41050306684772725,0.45947945150738395
1330,S007,KC.U1.08.graph_choice_categorical,0,63,0.7542541526181505,0.3248464559820076
1382,S007,KC.U3.20.completely_randomized_design,1,64,0.3888565849528098,0.26196673203406995
1450,S007,KC.U10.12.power_definition,0,65,0.35399243816062165,0.4798339609546546
1462,S007,KC.U10.17.power_specific_alternative,0,66,0.6549478901482512,0.7176320541329083
1477,S007,KC.U9.01.regression_inference_procedure_selection,0,67,0.5962552272644515,0.16737213757733524
1488,S007,KC.U7.24.two_sample_t_test_statistic_pvalue,1,68,0.4150793249983223,0.6591765616341282
1491,S007,KC.U8.05.gof_conditions,1,69,0.49556922493147215,0.11832692142232498
1506,S007,KC.U10.16.factors_affecting_power,0,70,0.4272541927251614,0.9679619914171087
1519,S007,KC.U6.25.two_prop_ci_standard_error,1,71,0.5,0.12839003452234313
1524,S007,KC.U7.07.ci_width_sample_size_confidence,0,72,0.539791772606646,0.875747010554886
1530,S007,KC.U2.14.slope_interpretation,0,73,0.5399631479740559,0.4851626600235488
1575,S007,KC.U5.19.clt_sample_mean_shape,1,74,0.4381815137350741,0.2388968530297012
1583,S007,KC.U5.18.sample_mean_standard_error,1,75,0.4899437679058022,0.5467206034145181
1596,S007,KC.U4.07.mutually_exclusive_events,0,76,0.5839501413386822,0.2369203657046969
1625,S007,KC.U4.11.independent_events_probability,1,77,0.5293829196625119,0.7682738940159192
1656,S007,KC.U6.15.p_value_calculate_interpret,1,78,0.41723018403576206,0.14092558054974844
1660,S007,KC.U7.15.p_value_interpretation_mean,0,79,0.41061475761727867,0.34882954599510874
1749,S007,KC.U6.31.two_prop_test_statistic_pvalue,0,80,0.3941724595488989,0.48349240235133245
1780,S007,KC.U5.19.clt_sample_mean_shape,0,81,0.5691032315887992,0.4953751441052639
1826,S007,KC.U5.07.unbiased_estimator,0,82,0.3219052659253029,0.22361888463452465
1833,S007,KC.U9.16.slope_test_pvalue_interpret,0,83,0.316925816695809,0.0991698645882056
1842,S007,KC.U6.07.one_prop_ci_interpret,0,84,0.29490339989873726,0.42009336213928455
1843,S007,KC.U5.09.sample_proportion_mean,0,85,0.6936562509559707,0.9650440750348899
1888,S007,KC.U5.23.difference_sample_means_normal_conditions,1,86,0.5463392818734368,0.7145307397481437
1917,S007,KC.U6.17.ci_test_connection_one_prop,0,87,0.3338149947135354,0.01467769224780367
1923,S007,KC.U7.17.test_not_appropriate_skew_small_sample,0,88,0.45666021571572046,0.3198474174933578
1945,S007,KC.U1.20.normal_model_appropriateness,1,89,0.5991582803474581,0.8990039225071227
1959,S007,KC.U8.05.gof_conditions,1,90,0.5719678853257386,0.32165126999380145
15,S008,KC.U2.02.marginal_relative_frequency,1,0,0.5297497295951424,0.6007811953060062
16,S008,KC.U10.11.cohens_d_interpret_practical_importance,1,1,0.40199966518949654,0.4531921198473803
18,S008,KC.U1.05.categorical_freq_relative,1,2,0.49867848842696294,0.2497486740426219
20,S008,KC.U1.09.quantitative_display_reading,0,3,0.5998329440573943,0.5621664397227429
31,S008,KC.U9.08.regression_linearity_condition,1,4,0.5886051626593632,0.16309682871573283
36,S008,KC.U1.26.graph_construction_axes,0,5,0.3940319737420346,0.5847493686085883
54,S008,KC.U4.30.geometric_mean_sd,1,6,0.4942153243918767,0.6199964058079667
67,S008,KC.U4.28.geometric_conditions,0,7,0.3838590368170745,0.7797131790362304
164,S008,KC.U3.16.explanatory_response_treatments,1,8,0.47655640091661267,0.5126314101764798
208,S008,KC.U9.15.slope_test_statistic_df,0,9,0.5497281386371308,0.4206665843696377
290,S008,KC.U6.22.alpha_beta_tradeoff,1,10,0.3948246122288014,0.6123911190405507
314,S008,KC.U3.21.randomized_block_design,0,11,0.5183336188384052,0.4173789588520577
371,S008,KC.U1.13.spread_iqr_range_sd,1,12,0.6094669210322885,0.7228105378440254
419,S008,KC.U9.17.slope_test_decision_conclusion,1,13,0.3623322064850445,0.41337821022846166
457,S008,KC.U5.20.sample_mean_probability,1,14,0.41050306684772725,0.45947945150738395
462,S008,KC.U4.15.discrete_probability_distribution,0,15,0.44280440321201,0.8226170090239623
483,S008,KC.U4.16.expected_value_calculation,1,16,0.43834358570360693,0.6972533798568442
489,S008,KC.U3.01.population_of_interest,1,17,0.5391033345221714,0.657846430235885
491,S008,KC.U3.11.generalization_scope,1,18,0.5078698182115524,0.26960493934312474
495,S008,KC.U7.06.t_interval_interpretation,1,19,0.4253617123565312,0.08150299084030437
499,S008,KC.U4.16.expected_value_calculation,1,20,0.5225764208519262,0.9085619266145754
512,S008,KC.U4.32.probability_from_simulation,1,21,0.4751422859752171,0.8334534847540604
551,S008,KC.U4.18.standard_deviation_random_variable,0,22,0.539609719635743,0.5308789106719112
578,S008,KC.U8.13.homogeneity_procedure_selection,1,23,0.3123006824359647,0.04100474016044821
608,S008,KC.U3.16.explanatory_response_treatments,1,24,0.5628466719291205,0.7352107865376174
626,S008,KC.U3.13.stratification_design_advantage,0,25,0.46131306911022624,0.8682141194270524
633,S008,KC.U4.25.binomial_cumulative_probability,0,26,0.4868176858627576,0.6648638611156934
651,S008,KC.U9.19.lsrl_equation_from_data,1,27,0.34594417308043,0.17906765291973645
654,S008,KC.U6.04.one_prop_ci_conditions,1,28,0.4255876809385307,0.317288724534563
668,S008,KC.U5.08.estimator_variability_efficiency,0,29,0.3277270643905603,0.010276469768011293
701,S008,KC.U6.31.two_prop_test_statistic_pvalue,1,30,0.3941724595488989,0.48349240235133245
708,S008,KC.U4.27.binomial_formula_interpretation,1,31,0.375,0.12608795022750813
744,S008,KC.U4.29.geometric_probability,0,32,0.4657265101356879,0.5354665484671126
747,S008,KC.U4.26.binomial_mean_sd,1,33,0.5097559994387902,0.8739381489685222
765,S008,KC.U6.11.one_prop_test_procedure_selection,1,34,0.488561669779805,0.469044965633063
790,S008,KC.U4.13.bayes_total_probability,0,35,0.5205624558755585,0.38325182240921113
831,S008,KC.U10.11.cohens_d_interpret_practical_importance,0,36,0.5639272664916994,0.7849735660168152
837,S008,KC.U3.05.cluster_sample,1,37,0.5466425612371065,0.5869885424610523
861,S008,KC.U7.24.two_sample_t_test_statistic_pvalue,0,38,0.4150793249983223,0.6591765616341282
869,S008,KC.U4.05.complement_rule,1,39,0.6324617013766943,0.617774924754784
951,S008,KC.U9.08.regression_linearity_condition,0,40,0.607988776229727,0.26457597985227244
953,S008,KC.U9.08.regression_linearity_condition,1,41,0.6013206020108319,0.22966604642279922
956,S008,KC.U3.18.causation_from_experiment,0,42,0.4211380447542328,0.1776303092995722
991,S008,KC.U1.03.variable_type_cat_quant,1,43,0.6112510186458131,0.6768918659448495
1026,S008,KC.U7.12.mean_hypotheses,0,44,0.4513584965547806,0.7477537325428623
1042,S008,KC.U3.18.causation_from_experiment,1,45,0.4353413708949886,0.23164589375124295
1060,S008,KC.U5.20.sample_mean_probability,0,46,0.5443864577034764,0.7709301098057981
1103,S008,KC.U1.18.linear_transformations,1,47,0.5387813709659469,0.6739470054719153
1105,S008,KC.U4.25.binomial_cumulative_probability,1,48,0.35730444683097173,0.4357868660793799
1111,S008,KC.U4.29.geometric_probability,0,49,0.43617882616394266,0.4426340704655358
1169,S008,KC.U2.19.coefficient_of_determination,0,50,0.3839835641816424,0.9297569002351912
1171,S008,KC.U4.01.probability_long_run_interpretation,0,51,0.6142003573219216,0.7640809062412248
1214,S008,KC.U6.16.hypothesis_test_decision_conclusion,1,52,0.38674259031958697,0.4120436750791508
1215,S008,KC.U6.31.two_prop_test_statistic_pvalue,0,53,0.46950890362421727,0.7131994372681596
1231,S008,KC.U1.06.categorical_bar_pie_segmented,1,54,0.6764521808492837,0.8860100840644889
1238,S008,KC.U4.11.independent_events_probability,1,55,0.5293829196625119,0.7682738940159192
1256,S008,KC.U5.04.simulation_sampling_distribution,0,56,0.5053385174264261,0.29907854993891697
1297,S008,KC.U7.25.two_sample_t_test_conclusion,0,57,0.3974120956535502,0.8504300041115287
1327,S008,KC.U1.22.normal_tail_interval_probability,1,58,0.5796647945232332,0.42832041329881215
1341,S008,KC.U8.08.gof_p_value_interpretation,1,59,0.5682795740196689,0.7311573106444138
1360,S008,KC.U3.09.nonresponse_bias,1,60,0.5882352941176471,0.33156859276258155
1385,S008,KC.U6.17.ci_test_connection_one_prop,1,61,0.33246660499371766,0.011757998753388644
1404,S008,KC.U1.26.graph_construction_axes,0,62,0.39145793226393316,0.579318362289686
1439,S008,KC.U8.20.two_way_test_statistic,1,63,0.25843692891205355,0.1531901763276877
1449,S008,KC.U6.21.power_beta_relationship,1,64,0.4136108930041299,0.3450493768723549
1469,S008,KC.U4.24.binomial_exact_probability,1,65,0.4226828716659659,0.2697491463803403
1497,S008,KC.U7.13.t_test_conditions,0,66,0.2036839236636736,0.04404041277956362
1581,S008,KC.U5.02.normal_model_probability,1,67,0.5572119810479408,0.6271187179191569
1593,S008,KC.U7.15.p_value_interpretation_mean,1,68,0.41061475761727867,0.34882954599510874
1623,S008,KC.U4.16.expected_value_calculation,1,69,0.5497916069082929,0.9768346068014161
