,student_id,assignment_id,class_num,observation_id,item_type,source_question,primary_kc_id,all_kc_ids,score,max_score,percent_score,student_response,correct_answer_or_rubric,rubric_level
4044,S005,HW6,6,HW6_SG34_Q25,MCQ,SG_34_answers Q25,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,0.0,1,0,C,A,
4045,S005,HW6,6,HW6_SG34_Q28,MCQ,SG_34_answers Q28,KC.U3.19.control_comparison_replication,KC.U3.19.control_comparison_replication|KC.U3.17.random_assignment,1.0,1,100,E,E,
4046,S005,HW6,6,HW6_SG34_Q33,MCQ,SG_34_answers Q33,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design|KC.U3.17.random_assignment,0.0,1,0,C,B,
4047,S005,HW6,6,HW6_SG34_Q36,MCQ,SG_34_answers Q36,KC.U3.25.design_conclusion_scope,KC.U3.25.design_conclusion_scope|KC.U3.18.causation_from_experiment,0.0,1,0,E,C,
4048,S005,HW6,6,HW6_SG34_Q40,MCQ,SG_34_answers Q40,KC.U3.18.causation_from_experiment,KC.U3.18.causation_from_experiment,1.0,1,100,B,B,
4049,S005,HW6,6,HW6_SG34_Q41,MCQ,SG_34_answers Q41,KC.U3.14.experiment_vs_observational,KC.U3.14.experiment_vs_observational|KC.U3.17.random_assignment,1.0,1,100,C,C,
4050,S005,HW6,6,HW6_SG34_Q44,MCQ,SG_34_answers Q44,KC.U3.24.confounding_variables,KC.U3.24.confounding_variables,1.0,1,100,B,B,
4051,S005,HW6,6,HW6_SG34_Q52,MCQ,SG_34_answers Q52,KC.U3.24.confounding_variables,KC.U3.24.confounding_variables|KC.U3.26.experimental_design_flaws,0.0,1,0,E,D,
4052,S005,HW6,6,HW6_U3FRQ1_ai,FRQ_Component,U3FRQ Q1 a(i),KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.07.convenience_voluntary_response_sample,0.5,1,50,Partially correct response,Rubric: volunteers or people who would volunteer; no random selection from a broader population.,P
4053,S005,HW6,6,HW6_U3FRQ1_aii,FRQ_Component,U3FRQ Q1 a(ii),KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,1.0,1,100,Essentially correct response,"Rubric: all people who exercise at the community fitness center, justified by random sampling from that population.",E
4054,S005,HW6,6,HW6_U3FRQ1_b,FRQ_Component,U3FRQ Q1 b,KC.U3.18.causation_from_experiment,KC.U3.18.causation_from_experiment|KC.U3.17.random_assignment|KC.U3.14.experiment_vs_observational,1.0,1,100,Essentially correct response,Rubric: Method I supports a cause-and-effect conclusion because participants were randomly assigned; Method II is observational and cannot support causation.,E
4055,S006,HW5,5,HW5_U3PCA_Q01,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q01,KC.U3.01.population_of_interest,KC.U3.01.population_of_interest,1.0,1,100,C,C,
4056,S006,HW5,5,HW5_U3PCA_Q02,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q02,KC.U3.07.convenience_voluntary_response_sample,KC.U3.07.convenience_voluntary_response_sample|KC.U3.08.sampling_bias_undercoverage,0.0,1,0,D,E,
4057,S006,HW5,5,HW5_U3PCA_Q04,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q04,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.08.sampling_bias_undercoverage,1.0,1,100,D,D,
4058,S006,HW5,5,HW5_U3PCA_Q05,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q05,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,1.0,1,100,C,C,
4059,S006,HW5,5,HW5_U3PCA_Q06,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q06,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,1.0,1,100,A,A,
4060,S006,HW5,5,HW5_U3PCA_Q07,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q07,KC.U3.02.census_vs_sample_survey,KC.U3.02.census_vs_sample_survey,1.0,1,100,A,A,
4061,S006,HW5,5,HW5_U3PCA_Q08,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q08,KC.U3.05.cluster_sample,KC.U3.05.cluster_sample,0.0,1,0,E,C,
4062,S006,HW5,5,HW5_U3PCA_Q09,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q09,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage|KC.U3.04.stratified_random_sample,0.0,1,0,E,B,
4063,S006,HW5,5,HW5_U3PCA_Q10,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q10,KC.U3.08.sampling_bias_undercoverage,KC.U3.08.sampling_bias_undercoverage,1.0,1,100,A,A,
4064,S006,HW5,5,HW5_U3PCA_Q11,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q11,KC.U3.08.sampling_bias_undercoverage,KC.U3.08.sampling_bias_undercoverage,0.0,1,0,D,B,
4065,S006,HW5,5,HW5_U3PCA_Q12,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q12,KC.U3.10.response_wording_bias,KC.U3.10.response_wording_bias,0.0,1,0,E,B,
4066,S006,HW5,5,HW5_SG34_Q01,MCQ,SG_34_answers Q01,KC.U3.02.census_vs_sample_survey,KC.U3.02.census_vs_sample_survey,0.0,1,0,A,E,
4067,S006,HW5,5,HW5_SG34_Q06,MCQ,SG_34_answers Q06,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,1.0,1,100,B,B,
4068,S006,HW5,5,HW5_SG34_Q07,MCQ,SG_34_answers Q07,KC.U3.07.convenience_voluntary_response_sample,KC.U3.07.convenience_voluntary_response_sample|KC.U3.08.sampling_bias_undercoverage,0.0,1,0,D,E,
4069,S006,HW5,5,HW5_SG34_Q12,MCQ,SG_34_answers Q12,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample,0.0,1,0,D,B,
4070,S006,HW5,5,HW5_SG34_Q16,MCQ,SG_34_answers Q16,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample,0.0,1,0,E,D,
4071,S006,HW5,5,HW5_SG34_Q20,MCQ,SG_34_answers Q20,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage,1.0,1,100,E,E,
4072,S006,HW5,5,HW5_SG34_Q21,MCQ,SG_34_answers Q21,KC.U3.09.nonresponse_bias,KC.U3.09.nonresponse_bias,1.0,1,100,D,D,
4073,S006,HW5,5,HW5_SG34_Q23,MCQ,SG_34_answers Q23,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample,0.0,1,0,C,A,
4074,S006,HW5,5,HW5_SG34_Q29,MCQ,SG_34_answers Q29,KC.U3.07.convenience_voluntary_response_sample,KC.U3.07.convenience_voluntary_response_sample,0.0,1,0,A,E,
4075,S006,HW5,5,HW5_SG34_Q32,MCQ,SG_34_answers Q32,KC.U3.08.sampling_bias_undercoverage,KC.U3.08.sampling_bias_undercoverage|KC.U3.07.convenience_voluntary_response_sample,1.0,1,100,B,B,
4076,S006,HW5,5,HW5_SG34_Q34,MCQ,SG_34_answers Q34,KC.U3.06.systematic_sample,KC.U3.06.systematic_sample,0.0,1,0,B,D,
4077,S006,HW5,5,HW5_SG34_Q35,MCQ,SG_34_answers Q35,KC.U3.02.census_vs_sample_survey,KC.U3.02.census_vs_sample_survey,0.0,1,0,A,E,
4078,S006,HW5,5,HW5_SG34_Q46,MCQ,SG_34_answers Q46,KC.U3.10.response_wording_bias,KC.U3.10.response_wording_bias,1.0,1,100,E,E,
4079,S006,HW5,5,HW5_SG34_Q47,MCQ,SG_34_answers Q47,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage|KC.U3.04.stratified_random_sample,0.0,1,0,B,C,
4080,S006,HW5,5,HW5_SG34_Q54,MCQ,SG_34_answers Q54,KC.U3.05.cluster_sample,KC.U3.05.cluster_sample|KC.U3.08.sampling_bias_undercoverage,1.0,1,100,C,C,
4081,S006,HW5,5,HW5_U3FRQ2_a,FRQ_Component,U3FRQ Q2 a,KC.U2.05.segmented_bar_comparison,KC.U2.05.segmented_bar_comparison|KC.U3.02.census_vs_sample_survey,0.0,1,0,Incorrect or incomplete response,"Rubric: segments at approximately 0.525, 0.225, and 0.250 with appropriate labels.",I
4082,S006,HW5,5,HW5_U3FRQ2_b,FRQ_Component,U3FRQ Q2 b,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample|KC.U3.13.stratification_design_advantage,0.0,1,0,Incorrect or incomplete response,14,I
4083,S006,HW5,5,HW5_U3FRQ2_c,FRQ_Component,U3FRQ Q2 c,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage|KC.U3.04.stratified_random_sample,1.0,1,100,Essentially correct response,Rubric: stratification ensures representation of yes/no groups in the same proportions and can reduce sampling variability.,E
4084,S006,HW6,6,HW6_U3PCA_Q03,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q03,KC.U3.16.explanatory_response_treatments,KC.U3.16.explanatory_response_treatments,0.0,1,0,A,B,
4085,S006,HW6,6,HW6_U3PCB_Q01,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q01,KC.U3.26.experimental_design_flaws,KC.U3.26.experimental_design_flaws|KC.U3.19.control_comparison_replication,0.0,1,0,E,B,
4086,S006,HW6,6,HW6_U3PCB_Q02,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q02,KC.U3.17.random_assignment,KC.U3.17.random_assignment|KC.U3.26.experimental_design_flaws,0.0,1,0,A,B,
4087,S006,HW6,6,HW6_U3PCB_Q03,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q03,KC.U3.19.control_comparison_replication,KC.U3.19.control_comparison_replication|KC.U3.26.experimental_design_flaws,0.0,1,0,E,C,
4088,S006,HW6,6,HW6_U3PCB_Q04,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q04,KC.U3.16.explanatory_response_treatments,KC.U3.16.explanatory_response_treatments,0.0,1,0,C,B,
4089,S006,HW6,6,HW6_U3PCB_Q05,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q05,KC.U3.22.matched_pairs_design,KC.U3.22.matched_pairs_design|KC.U3.20.completely_randomized_design,0.0,1,0,D,B,
4090,S006,HW6,6,HW6_U3PCB_Q06,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q06,KC.U3.15.experimental_units,KC.U3.15.experimental_units,0.0,1,0,B,D,
4091,S006,HW6,6,HW6_U3PCB_Q07,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q07,KC.U3.22.matched_pairs_design,KC.U3.22.matched_pairs_design,0.0,1,0,A,E,
4092,S006,HW6,6,HW6_U3PCB_Q08,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q08,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,1.0,1,100,D,D,
4093,S006,HW6,6,HW6_U3PCB_Q09,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q09,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,0.0,1,0,B,D,
4094,S006,HW6,6,HW6_U3PCB_Q10,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q10,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,0.0,1,0,A,B,
4095,S006,HW6,6,HW6_U3PCB_Q11,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q11,KC.U3.25.design_conclusion_scope,KC.U3.25.design_conclusion_scope|KC.U3.18.causation_from_experiment,0.0,1,0,E,D,
4096,S006,HW6,6,HW6_U3PCB_Q12,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q12,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,1.0,1,100,D,D,
4097,S006,HW6,6,HW6_SG34_Q03,MCQ,SG_34_answers Q03,KC.U3.18.causation_from_experiment,KC.U3.18.causation_from_experiment|KC.U3.17.random_assignment,0.0,1,0,E,D,
4098,S006,HW6,6,HW6_SG34_Q04,MCQ,SG_34_answers Q04,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,0.0,1,0,C,A,
4099,S006,HW6,6,HW6_SG34_Q05,MCQ,SG_34_answers Q05,KC.U3.20.completely_randomized_design,KC.U3.20.completely_randomized_design,0.0,1,0,C,B,
4100,S006,HW6,6,HW6_SG34_Q10,MCQ,SG_34_answers Q10,KC.U3.25.design_conclusion_scope,KC.U3.25.design_conclusion_scope|KC.U3.11.generalization_scope,0.0,1,0,E,C,
4101,S006,HW6,6,HW6_SG34_Q11,MCQ,SG_34_answers Q11,KC.U3.19.control_comparison_replication,KC.U3.19.control_comparison_replication,0.0,1,0,A,E,
4102,S006,HW6,6,HW6_SG34_Q13,MCQ,SG_34_answers Q13,KC.U3.23.placebo_blinding,KC.U3.23.placebo_blinding,0.0,1,0,E,C,
4103,S006,HW6,6,HW6_SG34_Q14,MCQ,SG_34_answers Q14,KC.U3.20.completely_randomized_design,KC.U3.20.completely_randomized_design|KC.U3.14.experiment_vs_observational,0.0,1,0,E,A,
4104,S006,HW6,6,HW6_SG34_Q18,MCQ,SG_34_answers Q18,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,1.0,1,100,D,D,
4105,S006,HW6,6,HW6_SG34_Q25,MCQ,SG_34_answers Q25,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,1.0,1,100,A,A,
4106,S006,HW6,6,HW6_SG34_Q28,MCQ,SG_34_answers Q28,KC.U3.19.control_comparison_replication,KC.U3.19.control_comparison_replication|KC.U3.17.random_assignment,0.0,1,0,D,E,
4107,S006,HW6,6,HW6_SG34_Q33,MCQ,SG_34_answers Q33,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design|KC.U3.17.random_assignment,1.0,1,100,B,B,
4108,S006,HW6,6,HW6_SG34_Q36,MCQ,SG_34_answers Q36,KC.U3.25.design_conclusion_scope,KC.U3.25.design_conclusion_scope|KC.U3.18.causation_from_experiment,1.0,1,100,C,C,
4109,S006,HW6,6,HW6_SG34_Q40,MCQ,SG_34_answers Q40,KC.U3.18.causation_from_experiment,KC.U3.18.causation_from_experiment,0.0,1,0,A,B,
4110,S006,HW6,6,HW6_SG34_Q41,MCQ,SG_34_answers Q41,KC.U3.14.experiment_vs_observational,KC.U3.14.experiment_vs_observational|KC.U3.17.random_assignment,0.0,1,0,B,C,
4111,S006,HW6,6,HW6_SG34_Q44,MCQ,SG_34_answers Q44,KC.U3.24.confounding_variables,KC.U3.24.confounding_variables,0.0,1,0,E,B,
4112,S006,HW6,6,HW6_SG34_Q52,MCQ,SG_34_answers Q52,KC.U3.24.confounding_variables,KC.U3.24.confounding_variables|KC.U3.26.experimental_design_flaws,0.0,1,0,A,D,
4113,S006,HW6,6,HW6_U3FRQ1_ai,FRQ_Component,U3FRQ Q1 a(i),KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.07.convenience_voluntary_response_sample,0.0,1,0,Incorrect or incomplete response,Rubric: volunteers or people who would volunteer; no random selection from a broader population.,I
4114,S006,HW6,6,HW6_U3FRQ1_aii,FRQ_Component,U3FRQ Q1 a(ii),KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,0.5,1,50,Partially correct response,"Rubric: all people who exercise at the community fitness center, justified by random sampling from that population.",P
4115,S006,HW6,6,HW6_U3FRQ1_b,FRQ_Component,U3FRQ Q1 b,KC.U3.18.causation_from_experiment,KC.U3.18.causation_from_experiment|KC.U3.17.random_assignment|KC.U3.14.experiment_vs_observational,0.5,1,50,Partially correct response,Rubric: Method I supports a cause-and-effect conclusion because participants were randomly assigned; Method II is observational and cannot support causation.,P
4116,S007,HW5,5,HW5_U3PCA_Q01,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q01,KC.U3.01.population_of_interest,KC.U3.01.population_of_interest,0.0,1,0,B,C,
4117,S007,HW5,5,HW5_U3PCA_Q02,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q02,KC.U3.07.convenience_voluntary_response_sample,KC.U3.07.convenience_voluntary_response_sample|KC.U3.08.sampling_bias_undercoverage,1.0,1,100,E,E,
4118,S007,HW5,5,HW5_U3PCA_Q04,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q04,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.08.sampling_bias_undercoverage,0.0,1,0,C,D,
4119,S007,HW5,5,HW5_U3PCA_Q05,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q05,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,1.0,1,100,C,C,
4120,S007,HW5,5,HW5_U3PCA_Q06,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q06,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,0.0,1,0,E,A,
4121,S007,HW5,5,HW5_U3PCA_Q07,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q07,KC.U3.02.census_vs_sample_survey,KC.U3.02.census_vs_sample_survey,1.0,1,100,A,A,
4122,S007,HW5,5,HW5_U3PCA_Q08,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q08,KC.U3.05.cluster_sample,KC.U3.05.cluster_sample,1.0,1,100,C,C,
4123,S007,HW5,5,HW5_U3PCA_Q09,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q09,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage|KC.U3.04.stratified_random_sample,0.0,1,0,D,B,
4124,S007,HW5,5,HW5_U3PCA_Q10,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q10,KC.U3.08.sampling_bias_undercoverage,KC.U3.08.sampling_bias_undercoverage,0.0,1,0,C,A,
4125,S007,HW5,5,HW5_U3PCA_Q11,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q11,KC.U3.08.sampling_bias_undercoverage,KC.U3.08.sampling_bias_undercoverage,0.0,1,0,A,B,
4126,S007,HW5,5,HW5_U3PCA_Q12,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q12,KC.U3.10.response_wording_bias,KC.U3.10.response_wording_bias,1.0,1,100,B,B,
4127,S007,HW5,5,HW5_SG34_Q01,MCQ,SG_34_answers Q01,KC.U3.02.census_vs_sample_survey,KC.U3.02.census_vs_sample_survey,0.0,1,0,B,E,
4128,S007,HW5,5,HW5_SG34_Q06,MCQ,SG_34_answers Q06,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,0.0,1,0,D,B,
4129,S007,HW5,5,HW5_SG34_Q07,MCQ,SG_34_answers Q07,KC.U3.07.convenience_voluntary_response_sample,KC.U3.07.convenience_voluntary_response_sample|KC.U3.08.sampling_bias_undercoverage,0.0,1,0,A,E,
4130,S007,HW5,5,HW5_SG34_Q12,MCQ,SG_34_answers Q12,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample,0.0,1,0,A,B,
4131,S007,HW5,5,HW5_SG34_Q16,MCQ,SG_34_answers Q16,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample,1.0,1,100,D,D,
4132,S007,HW5,5,HW5_SG34_Q20,MCQ,SG_34_answers Q20,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage,1.0,1,100,E,E,
4133,S007,HW5,5,HW5_SG34_Q21,MCQ,SG_34_answers Q21,KC.U3.09.nonresponse_bias,KC.U3.09.nonresponse_bias,0.0,1,0,C,D,
4134,S007,HW5,5,HW5_SG34_Q23,MCQ,SG_34_answers Q23,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample,0.0,1,0,D,A,
4135,S007,HW5,5,HW5_SG34_Q29,MCQ,SG_34_answers Q29,KC.U3.07.convenience_voluntary_response_sample,KC.U3.07.convenience_voluntary_response_sample,1.0,1,100,E,E,
4136,S007,HW5,5,HW5_SG34_Q32,MCQ,SG_34_answers Q32,KC.U3.08.sampling_bias_undercoverage,KC.U3.08.sampling_bias_undercoverage|KC.U3.07.convenience_voluntary_response_sample,1.0,1,100,B,B,
4137,S007,HW5,5,HW5_SG34_Q34,MCQ,SG_34_answers Q34,KC.U3.06.systematic_sample,KC.U3.06.systematic_sample,1.0,1,100,D,D,
4138,S007,HW5,5,HW5_SG34_Q35,MCQ,SG_34_answers Q35,KC.U3.02.census_vs_sample_survey,KC.U3.02.census_vs_sample_survey,1.0,1,100,E,E,
4139,S007,HW5,5,HW5_SG34_Q46,MCQ,SG_34_answers Q46,KC.U3.10.response_wording_bias,KC.U3.10.response_wording_bias,0.0,1,0,D,E,
4140,S007,HW5,5,HW5_SG34_Q47,MCQ,SG_34_answers Q47,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage|KC.U3.04.stratified_random_sample,0.0,1,0,A,C,
4141,S007,HW5,5,HW5_SG34_Q54,MCQ,SG_34_answers Q54,KC.U3.05.cluster_sample,KC.U3.05.cluster_sample|KC.U3.08.sampling_bias_undercoverage,0.0,1,0,B,C,
4142,S007,HW5,5,HW5_U3FRQ2_a,FRQ_Component,U3FRQ Q2 a,KC.U2.05.segmented_bar_comparison,KC.U2.05.segmented_bar_comparison|KC.U3.02.census_vs_sample_survey,0.0,1,0,Incorrect or incomplete response,"Rubric: segments at approximately 0.525, 0.225, and 0.250 with appropriate labels.",I
4143,S007,HW5,5,HW5_U3FRQ2_b,FRQ_Component,U3FRQ Q2 b,KC.U3.04.stratified_random_sample,KC.U3.04.stratified_random_sample|KC.U3.13.stratification_design_advantage,0.0,1,0,Incorrect or incomplete response,14,I
4144,S007,HW5,5,HW5_U3FRQ2_c,FRQ_Component,U3FRQ Q2 c,KC.U3.13.stratification_design_advantage,KC.U3.13.stratification_design_advantage|KC.U3.04.stratified_random_sample,0.0,1,0,Incorrect or incomplete response,Rubric: stratification ensures representation of yes/no groups in the same proportions and can reduce sampling variability.,I
4145,S007,HW6,6,HW6_U3PCA_Q03,MCQ,Unit3 ProgressCheck MCQ PartA_solutions(1) Q03,KC.U3.16.explanatory_response_treatments,KC.U3.16.explanatory_response_treatments,1.0,1,100,B,B,
4146,S007,HW6,6,HW6_U3PCB_Q01,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q01,KC.U3.26.experimental_design_flaws,KC.U3.26.experimental_design_flaws|KC.U3.19.control_comparison_replication,1.0,1,100,B,B,
4147,S007,HW6,6,HW6_U3PCB_Q02,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q02,KC.U3.17.random_assignment,KC.U3.17.random_assignment|KC.U3.26.experimental_design_flaws,1.0,1,100,B,B,
4148,S007,HW6,6,HW6_U3PCB_Q03,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q03,KC.U3.19.control_comparison_replication,KC.U3.19.control_comparison_replication|KC.U3.26.experimental_design_flaws,0.0,1,0,E,C,
4149,S007,HW6,6,HW6_U3PCB_Q04,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q04,KC.U3.16.explanatory_response_treatments,KC.U3.16.explanatory_response_treatments,1.0,1,100,B,B,
4150,S007,HW6,6,HW6_U3PCB_Q05,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q05,KC.U3.22.matched_pairs_design,KC.U3.22.matched_pairs_design|KC.U3.20.completely_randomized_design,1.0,1,100,B,B,
4151,S007,HW6,6,HW6_U3PCB_Q06,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q06,KC.U3.15.experimental_units,KC.U3.15.experimental_units,0.0,1,0,E,D,
4152,S007,HW6,6,HW6_U3PCB_Q07,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q07,KC.U3.22.matched_pairs_design,KC.U3.22.matched_pairs_design,0.0,1,0,D,E,
4153,S007,HW6,6,HW6_U3PCB_Q08,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q08,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,1.0,1,100,D,D,
4154,S007,HW6,6,HW6_U3PCB_Q09,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q09,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,0.0,1,0,C,D,
4155,S007,HW6,6,HW6_U3PCB_Q10,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q10,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,1.0,1,100,B,B,
4156,S007,HW6,6,HW6_U3PCB_Q11,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q11,KC.U3.25.design_conclusion_scope,KC.U3.25.design_conclusion_scope|KC.U3.18.causation_from_experiment,0.0,1,0,E,D,
4157,S007,HW6,6,HW6_U3PCB_Q12,MCQ,Unit3 ProgressCheck MCQ PartB_solutions(1) Q12,KC.U3.11.generalization_scope,KC.U3.11.generalization_scope|KC.U3.03.simple_random_sample,0.0,1,0,B,D,
4158,S007,HW6,6,HW6_SG34_Q03,MCQ,SG_34_answers Q03,KC.U3.18.causation_from_experiment,KC.U3.18.causation_from_experiment|KC.U3.17.random_assignment,0.0,1,0,B,D,
4159,S007,HW6,6,HW6_SG34_Q04,MCQ,SG_34_answers Q04,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,0.0,1,0,B,A,
4160,S007,HW6,6,HW6_SG34_Q05,MCQ,SG_34_answers Q05,KC.U3.20.completely_randomized_design,KC.U3.20.completely_randomized_design,1.0,1,100,B,B,
4161,S007,HW6,6,HW6_SG34_Q10,MCQ,SG_34_answers Q10,KC.U3.25.design_conclusion_scope,KC.U3.25.design_conclusion_scope|KC.U3.11.generalization_scope,1.0,1,100,C,C,
4162,S007,HW6,6,HW6_SG34_Q11,MCQ,SG_34_answers Q11,KC.U3.19.control_comparison_replication,KC.U3.19.control_comparison_replication,0.0,1,0,D,E,
4163,S007,HW6,6,HW6_SG34_Q13,MCQ,SG_34_answers Q13,KC.U3.23.placebo_blinding,KC.U3.23.placebo_blinding,0.0,1,0,A,C,
4164,S007,HW6,6,HW6_SG34_Q14,MCQ,SG_34_answers Q14,KC.U3.20.completely_randomized_design,KC.U3.20.completely_randomized_design|KC.U3.14.experiment_vs_observational,0.0,1,0,D,A,
4165,S007,HW6,6,HW6_SG34_Q18,MCQ,SG_34_answers Q18,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,0.0,1,0,C,D,
4166,S007,HW6,6,HW6_SG34_Q25,MCQ,SG_34_answers Q25,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design,0.0,1,0,C,A,
4167,S007,HW6,6,HW6_SG34_Q28,MCQ,SG_34_answers Q28,KC.U3.19.control_comparison_replication,KC.U3.19.control_comparison_replication|KC.U3.17.random_assignment,0.0,1,0,A,E,
4168,S007,HW6,6,HW6_SG34_Q33,MCQ,SG_34_answers Q33,KC.U3.21.randomized_block_design,KC.U3.21.randomized_block_design|KC.U3.17.random_assignment,1.0,1,100,B,B,
4169,S007,HW6,6,HW6_SG34_Q36,MCQ,SG_34_answers Q36,KC.U3.25.design_conclusion_scope,KC.U3.25.design_conclusion_scope|KC.U3.18.causation_from_experiment,0.0,1,0,A,C,
4170,S007,HW6,6,HW6_SG34_Q40,MCQ,SG_34_answers Q40,KC.U3.18.causation_from_experiment,KC.U3.18.causation_from_experiment,1.0,1,100,B,B,
4171,S007,HW6,6,HW6_SG34_Q41,MCQ,SG_34_answers Q41,KC.U3.14.experiment_vs_observational,KC.U3.14.experiment_vs_observational|KC.U3.17.random_assignment,0.0,1,0,B,C,
